,street_policy,avenue_policy,num_streets,num_avenues,street_block_length,street_crosswalk_length,avenue_block_length,avenue_crosswalk_length,green_time,red_time,traffic_light_grid_random_seed,walker_speed,walker_starting_corner
56,107.74999999999517,107.74999999999517,5,6,200,10,200,30,50,55,88,60,sw
57,121.54999999999438,121.54999999999438,5,6,200,10,200,30,55,50,3,60,sw
58,73.13333333333047,73.13333333333047,5,6,200,10,200,30,50,55,91,60,sw
59,114.46666666666145,114.46666666666145,5,6,200,10,200,30,55,50,43,60,sw
60,80.86666666666336,83.16666666666323,5,6,200,10,200,50,10,15,21,60,sw
61,87.81666666666297,87.81666666666297,5,6,200,10,200,50,15,10,15,60,sw
62,87.98333333332963,89.53333333332954,5,6,200,10,200,50,10,15,82,60,sw
63,83.1833333333299,83.1833333333299,5,6,200,10,200,50,15,10,84,60,sw
64,94.04999999999595,90.2333333333295,5,6,200,10,200,50,10,15,14,60,sw
65,87.19999999999634,87.19999999999634,5,6,200,10,200,50,15,10,56,60,sw
66,85.09999999999646,85.09999999999646,5,6,200,10,200,50,10,15,86,60,sw
67,79.1499999999968,80.13333333333007,5,6,200,10,200,50,15,10,88,60,sw
68,107.16666666666187,85.78333333332975,5,6,200,10,200,50,10,15,3,60,sw
69,89.58333333332953,95.4333333333292,5,6,200,10,200,50,15,10,91,60,sw
70,115.43333333332806,115.43333333332806,5,6,200,10,200,50,25,30,43,60,sw
71,79.1499999999968,79.1499999999968,5,6,200,10,200,50,30,25,21,60,sw
72,90.49999999999615,90.49999999999615,5,6,200,10,200,50,25,30,15,60,sw
73,129.98333333332891,129.98333333332891,5,6,200,10,200,50,30,25,82,60,sw
74,79.1499999999968,79.1499999999968,5,6,200,10,200,50,25,30,84,60,sw
75,93.39999999999598,93.39999999999598,5,6,200,10,200,50,30,25,14,60,sw
76,79.1499999999968,79.1499999999968,5,6,200,10,200,50,25,30,56,60,sw
77,79.1499999999968,79.1499999999968,5,6,200,10,200,50,30,25,86,60,sw
78,126.03333333332746,147.71666666667636,5,6,200,10,200,50,25,30,88,60,sw
79,79.1499999999968,79.1499999999968,5,6,200,10,200,50,30,25,3,60,sw
80,79.1499999999968,79.1499999999968,5,6,200,10,200,50,50,55,91,60,sw
81,115.09999999999475,115.09999999999475,5,6,200,10,200,50,55,50,43,60,sw
82,128.29999999999424,111.06666666666165,5,6,200,10,200,50,50,55,21,60,sw
83,124.2166666666609,124.2166666666609,5,6,200,10,200,50,55,50,15,60,sw
84,79.48333333333011,79.48333333333011,5,6,200,10,200,50,50,55,82,60,sw
85,96.1666666666625,96.1666666666625,5,6,200,10,200,50,55,50,84,60,sw
86,79.1499999999968,79.1499999999968,5,6,200,10,200,50,50,55,14,60,sw
87,121.66666666666104,121.66666666666104,5,6,200,10,200,50,55,50,56,60,sw
88,79.1499999999968,79.1499999999968,5,6,200,10,200,50,50,55,86,60,sw
89,114.64999999999478,114.64999999999478,5,6,200,10,200,50,55,50,88,60,sw
90,161.8000000000209,169.48333333336035,5,6,200,10,500,10,10,15,3,60,sw
91,173.28333333336337,173.28333333336337,5,6,200,10,500,10,15,10,91,60,sw
92,161.8000000000209,164.33333333335625,5,6,200,10,500,10,10,15,43,60,sw
93,169.56666666669375,169.56666666669375,5,6,200,10,500,10,15,10,21,60,sw
94,161.8000000000209,166.51666666669132,5,6,200,10,500,10,10,15,15,60,sw
95,168.5333333333596,168.5333333333596,5,6,200,10,500,10,15,10,82,60,sw
96,176.18333333336568,161.8000000000209,5,6,200,10,500,10,10,15,84,60,sw
97,178.93333333336787,178.93333333336787,5,6,200,10,500,10,15,10,14,60,sw
98,161.8000000000209,165.90000000002416,5,6,200,10,500,10,10,15,56,60,sw
99,174.6666666666978,176.9166666666996,5,6,200,10,500,10,15,10,86,60,sw
100,185.383333333373,165.71666666669068,5,6,200,10,500,10,25,30,88,60,sw
101,195.433333333381,195.433333333381,5,6,200,10,500,10,30,25,3,60,sw
102,161.8000000000209,187.81666666670827,5,6,200,10,500,10,25,30,91,60,sw
103,184.133333333372,184.133333333372,5,6,200,10,500,10,30,25,43,60,sw
104,179.6500000000351,179.6500000000351,5,6,200,10,500,10,25,30,21,60,sw
105,177.3333333333666,188.91666666670915,5,6,200,10,500,10,30,25,15,60,sw
106,197.38333333338255,197.38333333338255,5,6,200,10,500,10,25,30,82,60,sw
107,174.21666666669745,174.21666666669745,5,6,200,10,500,10,30,25,84,60,sw
108,165.48333333335717,165.48333333335717,5,6,200,10,500,10,25,30,14,60,sw
109,187.58333333337475,187.58333333337475,5,6,200,10,500,10,30,25,56,60,sw
110,246.15000000008803,246.15000000008803,5,6,200,10,500,10,50,55,86,60,sw
111,292.70000000006246,292.70000000006246,5,6,200,10,500,10,55,50,88,60,sw
112,161.8000000000209,161.8000000000209,5,6,200,10,500,10,50,55,3,60,sw
113,173.13333333336325,251.95000000009264,5,6,200,10,500,10,55,50,91,60,sw
114,223.80000000007024,223.80000000007024,5,6,200,10,500,10,50,55,43,60,sw
115,161.8000000000209,161.8000000000209,5,6,200,10,500,10,55,50,21,60,sw
116,178.43333333336747,178.43333333336747,5,6,200,10,500,10,50,55,15,60,sw
117,161.8000000000209,161.8000000000209,5,6,200,10,500,10,55,50,82,60,sw
118,191.16666666671094,204.86666666672184,5,6,200,10,500,10,50,55,84,60,sw
119,178.3166666667007,178.3166666667007,5,6,200,10,500,10,55,50,14,60,sw
120,178.46666666670083,168.13333333335927,5,6,200,10,500,30,10,15,56,60,sw
121,178.250000000034,178.250000000034,5,6,200,10,500,30,15,10,86,60,sw
122,168.13333333335927,168.8666666666932,5,6,200,10,500,30,10,15,88,60,sw
123,181.85000000003686,181.85000000003686,5,6,200,10,500,30,15,10,3,60,sw
124,198.03333333338307,168.9500000000266,5,6,200,10,500,30,10,15,91,60,sw
125,168.13333333335927,195.00000000004732,5,6,200,10,500,30,15,10,43,60,sw
126,172.65000000002954,176.90000000003292,5,6,200,10,500,30,10,15,21,60,sw
127,172.1833333333625,172.1833333333625,5,6,200,10,500,30,15,10,15,60,sw
128,168.13333333335927,168.13333333335927,5,6,200,10,500,30,10,15,82,60,sw
129,168.13333333335927,168.13333333335927,5,6,200,10,500,30,15,10,84,60,sw
130,168.13333333335927,168.15000000002595,5,6,200,10,500,30,25,30,14,60,sw
131,188.25000000004195,188.25000000004195,5,6,200,10,500,30,30,25,56,60,sw
132,186.93333333337424,191.51666666671122,5,6,200,10,500,30,25,30,86,60,sw
133,185.7166666667066,172.05000000002906,5,6,200,10,500,30,30,25,88,60,sw
134,191.10000000004422,191.10000000004422,5,6,200,10,500,30,25,30,3,60,sw
135,168.13333333335927,205.70000000005584,5,6,200,10,500,30,30,25,91,60,sw
136,168.13333333335927,179.80000000003523,5,6,200,10,500,30,25,30,43,60,sw
137,189.75000000004314,204.41666666672148,5,6,200,10,500,30,30,25,21,60,sw
138,177.6666666667002,184.58333333337237,5,6,200,10,500,30,25,30,15,60,sw
139,203.71666666672093,203.71666666672093,5,6,200,10,500,30,30,25,82,60,sw
140,192.16666666671173,205.53333333338904,5,6,200,10,500,30,50,55,84,60,sw
141,179.6500000000351,179.6500000000351,5,6,200,10,500,30,55,50,14,60,sw
142,174.03333333336397,174.03333333336397,5,6,200,10,500,30,50,55,56,60,sw
143,251.8166666667592,251.8166666667592,5,6,200,10,500,30,55,50,86,60,sw
144,184.03333333337193,289.0333333333991,5,6,200,10,500,30,50,55,88,60,sw
145,251.05000000009193,251.05000000009193,5,6,200,10,500,30,55,50,3,60,sw
146,173.46666666669685,173.46666666669685,5,6,200,10,500,30,50,55,91,60,sw
147,229.46666666674142,229.46666666674142,5,6,200,10,500,30,55,50,43,60,sw
148,229.7333333334083,229.7333333334083,5,6,200,10,500,30,50,55,21,60,sw
149,238.58333333341534,238.58333333341534,5,6,200,10,500,30,55,50,15,60,sw
150,174.15000000003073,174.15000000003073,5,6,200,10,500,50,10,15,82,60,sw
151,174.15000000003073,191.13333333337758,5,6,200,10,500,50,15,10,84,60,sw
152,174.15000000003073,175.23333333336493,5,6,200,10,500,50,10,15,14,60,sw
153,174.15000000003073,174.15000000003073,5,6,200,10,500,50,15,10,56,60,sw
154,174.15000000003073,174.5166666666977,5,6,200,10,500,50,10,15,86,60,sw
155,185.31666666670628,185.31666666670628,5,6,200,10,500,50,15,10,88,60,sw
156,187.16666666670775,178.11666666670055,5,6,200,10,500,50,10,15,3,60,sw
157,174.5833333333644,174.5833333333644,5,6,200,10,500,50,15,10,91,60,sw
158,185.60000000003984,174.15000000003073,5,6,200,10,500,50,10,15,43,60,sw
159,195.86666666671468,195.86666666671468,5,6,200,10,500,50,15,10,21,60,sw
160,177.9833333333671,185.2166666667062,5,6,200,10,500,50,25,30,15,60,sw
161,204.9833333333886,204.9833333333886,5,6,200,10,500,50,30,25,82,60,sw
162,175.0166666666981,175.0166666666981,5,6,200,10,500,50,25,30,84,60,sw
163,223.40000000006992,223.40000000006992,5,6,200,10,500,50,30,25,14,60,sw
164,183.8833333333718,183.8833333333718,5,6,200,10,500,50,25,30,56,60,sw
165,197.15000000004903,197.15000000004903,5,6,200,10,500,50,30,25,86,60,sw
166,186.03333333337352,186.03333333337352,5,6,200,10,500,50,25,30,88,60,sw
167,196.73333333338203,196.73333333338203,5,6,200,10,500,50,30,25,3,60,sw
168,174.15000000003073,174.15000000003073,5,6,200,10,500,50,25,30,91,60,sw
169,185.43333333337304,189.5333333333763,5,6,200,10,500,50,30,25,43,60,sw
170,231.6333333334098,231.6333333334098,5,6,200,10,500,50,50,55,21,60,sw
171,239.21666666674918,239.21666666674918,5,6,200,10,500,50,55,50,15,60,sw
172,197.13333333338235,197.13333333338235,5,6,200,10,500,50,50,55,82,60,sw
173,193.1166666667125,211.16666666672685,5,6,200,10,500,50,55,50,84,60,sw
174,175.9166666666988,175.9166666666988,5,6,200,10,500,50,50,55,14,60,sw
175,180.30000000003562,180.30000000003562,5,6,200,10,500,50,55,50,56,60,sw
176,247.45000000008906,247.45000000008906,5,6,200,10,500,50,50,55,86,60,sw
177,295.3000000000601,295.3000000000601,5,6,200,10,500,50,55,50,88,60,sw
178,246.68333333342179,246.68333333342179,5,6,200,10,500,50,50,55,3,60,sw
179,174.15000000003073,174.15000000003073,5,6,200,10,500,50,55,50,91,60,sw
180,264.9500000000877,256.8000000000951,5,6,200,10,800,10,10,15,43,60,sw
181,256.8000000000951,279.56666666674107,5,6,200,10,800,10,15,10,21,60,sw
182,265.2333333334208,258.4500000000936,5,6,200,10,800,10,10,15,15,60,sw
183,256.9333333334283,281.9333333334056,5,6,200,10,800,10,15,10,82,60,sw
184,256.8000000000951,256.8000000000951,5,6,200,10,800,10,10,15,84,60,sw
185,263.93333333342196,265.3000000000874,5,6,200,10,800,10,15,10,14,60,sw
186,258.13333333342723,260.8000000000915,5,6,200,10,800,10,10,15,56,60,sw
187,256.8000000000951,259.66666666675917,5,6,200,10,800,10,15,10,86,60,sw
188,268.9000000000841,264.0166666667552,5,6,200,10,800,10,10,15,88,60,sw
189,259.483333333426,284.48333333340327,5,6,200,10,800,10,15,10,3,60,sw
190,277.51666666674294,277.51666666674294,5,6,200,10,800,10,25,30,91,60,sw
191,256.8000000000951,256.8000000000951,5,6,200,10,800,10,30,25,43,60,sw
192,256.8000000000951,256.8000000000951,5,6,200,10,800,10,25,30,21,60,sw
193,256.8000000000951,261.60000000009074,5,6,200,10,800,10,30,25,15,60,sw
194,256.8000000000951,297.38333333339153,5,6,200,10,800,10,25,30,82,60,sw
195,256.8000000000951,256.8000000000951,5,6,200,10,800,10,30,25,84,60,sw
196,265.2500000000874,290.8000000000642,5,6,200,10,800,10,25,30,14,60,sw
197,264.4666666667548,264.4666666667548,5,6,200,10,800,10,30,25,56,60,sw
198,256.8000000000951,256.8000000000951,5,6,200,10,800,10,25,30,86,60,sw
199,281.4166666667394,281.4166666667394,5,6,200,10,800,10,30,25,88,60,sw
200,256.8000000000951,256.8000000000951,5,6,200,10,800,10,50,55,3,60,sw
201,271.95000000008133,271.95000000008133,5,6,200,10,800,10,55,50,91,60,sw
202,338.80000000002053,338.80000000002053,5,6,200,10,800,10,50,55,43,60,sw
203,262.73333333342305,262.73333333342305,5,6,200,10,800,10,55,50,21,60,sw
204,290.5833333333977,290.5833333333977,5,6,200,10,800,10,50,55,15,60,sw
205,268.1500000000848,268.1500000000848,5,6,200,10,800,10,55,50,82,60,sw
206,297.7666666667245,297.7666666667245,5,6,200,10,800,10,50,55,84,60,sw
207,303.31666666671947,303.31666666671947,5,6,200,10,800,10,55,50,14,60,sw
208,256.8000000000951,256.8000000000951,5,6,200,10,800,10,50,55,56,60,sw
209,366.14999999999566,366.14999999999566,5,6,200,10,800,10,55,50,86,60,sw
210,262.8166666667563,264.65000000008797,5,6,200,10,800,30,10,15,88,60,sw
211,285.116666666736,285.116666666736,5,6,200,10,800,30,15,10,3,60,sw
212,262.8166666667563,262.8166666667563,5,6,200,10,800,30,10,15,91,60,sw
213,262.8166666667563,279.9666666667407,5,6,200,10,800,30,15,10,43,60,sw
214,262.8166666667563,262.8166666667563,5,6,200,10,800,30,10,15,21,60,sw
215,262.8166666667563,289.71666666673184,5,6,200,10,800,30,15,10,15,60,sw
216,262.8166666667563,262.8166666667563,5,6,200,10,800,30,10,15,82,60,sw
217,262.8166666667563,275.4666666667448,5,6,200,10,800,30,15,10,84,60,sw
218,262.8166666667563,262.8166666667563,5,6,200,10,800,30,10,15,14,60,sw
219,266.41666666675303,281.53333333340595,5,6,200,10,800,30,15,10,56,60,sw
220,262.8166666667563,262.8166666667563,5,6,200,10,800,30,25,30,86,60,sw
221,262.8166666667563,262.8166666667563,5,6,200,10,800,30,30,25,88,60,sw
222,262.8166666667563,262.8166666667563,5,6,200,10,800,30,25,30,3,60,sw
223,278.46666666674207,278.46666666674207,5,6,200,10,800,30,30,25,91,60,sw
224,262.8166666667563,262.8166666667563,5,6,200,10,800,30,25,30,43,60,sw
225,305.28333333338435,305.28333333338435,5,6,200,10,800,30,30,25,21,60,sw
226,262.8166666667563,262.8166666667563,5,6,200,10,800,30,25,30,15,60,sw
227,262.8166666667563,303.01666666671974,5,6,200,10,800,30,30,25,82,60,sw
228,272.7166666667473,272.7166666667473,5,6,200,10,800,30,25,30,84,60,sw
229,270.88333333341564,325.8833333333656,5,6,200,10,800,30,30,25,14,60,sw
230,346.000000000014,346.000000000014,5,6,200,10,800,30,50,55,56,60,sw
231,366.7833333333284,366.7833333333284,5,6,200,10,800,30,55,50,86,60,sw
232,296.06666666672606,308.96666666671433,5,6,200,10,800,30,50,55,88,60,sw
233,262.8166666667563,262.8166666667563,5,6,200,10,800,30,55,50,3,60,sw
234,268.2166666667514,268.2166666667514,5,6,200,10,800,30,50,55,91,60,sw
235,344.43333333334874,344.43333333334874,5,6,200,10,800,30,55,50,43,60,sw
236,262.8166666667563,262.8166666667563,5,6,200,10,800,30,50,55,21,60,sw
237,296.8500000000587,353.5500000000071,5,6,200,10,800,30,55,50,15,60,sw
238,264.41666666675485,264.41666666675485,5,6,200,10,800,30,50,55,82,60,sw
239,298.0833333333909,298.0833333333909,5,6,200,10,800,30,55,50,84,60,sw
240,279.0500000000749,279.0500000000749,5,6,200,10,800,50,10,15,14,60,sw
241,282.200000000072,282.200000000072,5,6,200,10,800,50,15,10,56,60,sw
242,270.100000000083,269.1500000000839,5,6,200,10,800,50,10,15,86,60,sw
243,269.1500000000839,295.31666666672675,5,6,200,10,800,50,15,10,88,60,sw
244,269.1500000000839,280.78333333340663,5,6,200,10,800,50,10,15,3,60,sw
245,269.1500000000839,285.4333333334024,5,6,200,10,800,50,15,10,91,60,sw
246,269.1500000000839,275.6333333334113,5,6,200,10,800,50,10,15,43,60,sw
247,280.8666666667399,280.8666666667399,5,6,200,10,800,50,15,10,21,60,sw
248,290.88333333339745,277.81666666674266,5,6,200,10,800,50,10,15,15,60,sw
249,284.5333333334032,284.5333333334032,5,6,200,10,800,50,15,10,82,60,sw
250,269.1500000000839,269.1500000000839,5,6,200,10,800,50,25,30,84,60,sw
251,326.5500000000317,326.5500000000317,5,6,200,10,800,50,30,25,14,60,sw
252,277.3500000000764,303.8833333333856,5,6,200,10,800,50,25,30,56,60,sw
253,269.1500000000839,269.1500000000839,5,6,200,10,800,50,30,25,86,60,sw
254,269.1500000000839,277.71666666674275,5,6,200,10,800,50,25,30,88,60,sw
255,269.1500000000839,269.1500000000839,5,6,200,10,800,50,30,25,3,60,sw
256,276.96666666674344,276.96666666674344,5,6,200,10,800,50,25,30,91,60,sw
257,311.1000000000457,311.1000000000457,5,6,200,10,800,50,30,25,43,60,sw
258,269.1500000000839,269.1500000000839,5,6,200,10,800,50,25,30,21,60,sw
259,269.1500000000839,310.2166666667132,5,6,200,10,800,50,30,25,15,60,sw
260,269.1500000000839,269.1500000000839,5,6,200,10,800,50,50,55,82,60,sw
261,298.4166666667239,298.4166666667239,5,6,200,10,800,50,55,50,84,60,sw
262,300.91666666672165,301.46666666672115,5,6,200,10,800,50,50,55,14,60,sw
263,351.6666666666755,351.6666666666755,5,6,200,10,800,50,55,50,56,60,sw
264,362.449999999999,362.449999999999,5,6,200,10,800,50,50,55,86,60,sw
265,301.7333333333876,315.3000000000419,5,6,200,10,800,50,55,50,88,60,sw
266,269.1500000000839,269.1500000000839,5,6,200,10,800,50,50,55,3,60,sw
267,274.55000000007897,274.55000000007897,5,6,200,10,800,50,55,50,91,60,sw
268,340.10000000001935,340.10000000001935,5,6,200,10,800,50,50,55,43,60,sw
269,269.1500000000839,269.1500000000839,5,6,200,10,800,50,55,50,21,60,sw
270,80.56666666666338,80.56666666666338,5,6,200,30,200,10,10,15,15,60,sw
271,93.26666666666266,93.26666666666266,5,6,200,30,200,10,15,10,82,60,sw
272,75.96666666666364,75.499999999997,5,6,200,30,200,10,10,15,84,60,sw
273,101.63333333332885,101.63333333332885,5,6,200,30,200,10,15,10,14,60,sw
274,81.56666666666332,81.56666666666332,5,6,200,30,200,10,10,15,56,60,sw
275,90.33333333332949,90.33333333332949,5,6,200,30,200,10,15,10,86,60,sw
276,84.23333333332984,73.13333333333047,5,6,200,30,200,10,10,15,88,60,sw
277,90.14999999999617,90.14999999999617,5,6,200,30,200,10,15,10,3,60,sw
278,73.13333333333047,83.94999999999652,5,6,200,30,200,10,10,15,91,60,sw
279,84.99999999999646,84.99999999999646,5,6,200,30,200,10,15,10,43,60,sw
280,73.13333333333047,73.13333333333047,5,6,200,30,200,10,25,30,21,60,sw
281,93.59999999999597,93.59999999999597,5,6,200,30,200,10,30,25,15,60,sw
282,78.26666666666351,78.26666666666351,5,6,200,30,200,10,25,30,82,60,sw
283,73.13333333333047,73.13333333333047,5,6,200,30,200,10,30,25,84,60,sw
284,91.61666666666275,91.61666666666275,5,6,200,30,200,10,25,30,14,60,sw
285,73.13333333333047,73.13333333333047,5,6,200,30,200,10,30,25,56,60,sw
286,126.93333333332741,126.93333333332741,5,6,200,30,200,10,25,30,86,60,sw
287,152.0833333333465,152.0833333333465,5,6,200,30,200,10,30,25,88,60,sw
288,73.13333333333047,73.13333333333047,5,6,200,30,200,10,25,30,3,60,sw
289,96.1666666666625,96.1666666666625,5,6,200,30,200,10,30,25,91,60,sw
290,109.46666666666174,109.46666666666174,5,6,200,30,200,10,50,55,43,60,sw
291,127.98333333332735,127.98333333332735,5,6,200,30,200,10,55,50,21,60,sw
292,118.58333333332789,118.58333333332789,5,6,200,30,200,10,50,55,15,60,sw
293,77.89999999999687,77.89999999999687,5,6,200,30,200,10,55,50,82,60,sw
294,90.53333333332948,90.53333333332948,5,6,200,30,200,10,50,55,84,60,sw
295,73.13333333333047,73.13333333333047,5,6,200,30,200,10,55,50,14,60,sw
296,116.03333333332803,116.03333333332803,5,6,200,30,200,10,50,55,56,60,sw
297,136.8166666666677,136.8166666666677,5,6,200,30,200,10,55,50,86,60,sw
298,107.74999999999517,107.74999999999517,5,6,200,30,200,10,50,55,88,60,sw
299,121.54999999999438,121.54999999999438,5,6,200,30,200,10,55,50,3,60,sw
300,73.13333333333047,83.94999999999652,5,6,200,30,200,30,10,15,91,60,sw
301,84.99999999999646,84.99999999999646,5,6,200,30,200,30,15,10,43,60,sw
302,83.38333333332989,83.38333333332989,5,6,200,30,200,30,10,15,21,60,sw
303,80.56666666666338,87.18333333332967,5,6,200,30,200,30,15,10,15,60,sw
304,87.66666666666298,88.26666666666294,5,6,200,30,200,30,10,15,82,60,sw
305,80.49999999999672,80.49999999999672,5,6,200,30,200,30,15,10,84,60,sw
306,93.7333333333293,73.66666666666377,5,6,200,30,200,30,10,15,14,60,sw
307,86.56666666666304,86.56666666666304,5,6,200,30,200,30,15,10,56,60,sw
308,84.78333333332981,85.33333333332978,5,6,200,30,200,30,10,15,86,60,sw
309,78.86666666666348,78.86666666666348,5,6,200,30,200,30,15,10,88,60,sw
310,73.13333333333047,73.13333333333047,5,6,200,30,200,30,25,30,3,60,sw
311,96.1666666666625,96.1666666666625,5,6,200,30,200,30,30,25,91,60,sw
312,114.79999999999477,114.79999999999477,5,6,200,30,200,30,25,30,43,60,sw
313,73.13333333333047,73.13333333333047,5,6,200,30,200,30,30,25,21,60,sw
314,88.59999999999626,88.59999999999626,5,6,200,30,200,30,25,30,15,60,sw
315,73.71666666666377,73.71666666666377,5,6,200,30,200,30,30,25,82,60,sw
316,97.73333333332907,97.73333333332907,5,6,200,30,200,30,25,30,84,60,sw
317,92.13333333332939,92.13333333332939,5,6,200,30,200,30,30,25,14,60,sw
318,102.03333333332883,102.03333333332883,5,6,200,30,200,30,25,30,56,60,sw
319,97.99999999999572,97.99999999999572,5,6,200,30,200,30,30,25,86,60,sw
320,107.74999999999517,107.74999999999517,5,6,200,30,200,30,50,55,88,60,sw
321,121.54999999999438,121.54999999999438,5,6,200,30,200,30,55,50,3,60,sw
322,73.13333333333047,73.13333333333047,5,6,200,30,200,30,50,55,91,60,sw
323,114.46666666666145,114.46666666666145,5,6,200,30,200,30,55,50,43,60,sw
324,127.98333333332735,127.98333333332735,5,6,200,30,200,30,50,55,21,60,sw
325,123.5833333333276,123.5833333333276,5,6,200,30,200,30,55,50,15,60,sw
326,77.89999999999687,77.89999999999687,5,6,200,30,200,30,50,55,82,60,sw
327,95.5333333333292,95.5333333333292,5,6,200,30,200,30,55,50,84,60,sw
328,73.13333333333047,73.13333333333047,5,6,200,30,200,30,50,55,14,60,sw
329,121.03333333332775,121.03333333332775,5,6,200,30,200,30,55,50,56,60,sw
330,85.09999999999646,85.09999999999646,5,6,200,30,200,50,10,15,86,60,sw
331,79.1499999999968,80.13333333333007,5,6,200,30,200,50,15,10,88,60,sw
332,107.16666666666187,85.78333333332975,5,6,200,30,200,50,10,15,3,60,sw
333,89.58333333332953,95.4333333333292,5,6,200,30,200,50,15,10,91,60,sw
